Match #,Team #,Position,Scouter,Question,Bubble,Value
2,8736,Red 1,Gavin,TeleopLowNode,Cone_7,False
2,8736,Red 1,Gavin,TeleopLowNode,Cube_8,False
2,8736,Red 1,Gavin,TeleopLowNode,Cone_8,False
2,8736,Red 1,Gavin,TeleopLowNode,Cube_9,False
2,8736,Red 1,Gavin,TeleopLowNode,Cone_9,True
2,8736,Red 1,Gavin,EndgameDocked,Success,True
2,8736,Red 1,Gavin,EndgameDocked,DNA,False
2,8736,Red 1,Gavin,EndgameEngaged,Success,True
2,8736,Red 1,Gavin,EndgameEngaged,DNA,False
2,8736,Red 1,Gavin,EndgamePark,Success,False
2,8736,Red 1,Gavin,EndgamePark,DNA,True
2,8736,Red 1,Gavin,EndgameBalanceControl,Success,True
2,8736,Red 1,Gavin,EndgameTeamwork,Success,True
2,8736,Red 1,Gavin,EndgamePenalties,Success,False
2,8736,Red 1,Gavin,MiscTippedCones,Success,False
2,8736,Red 1,Gavin,MiscAdaptStrategy,Success,False
2,8736,Red 1,Gavin,MiscDropPieces,Success,False
2,8815,Red 2,Erica,AutoMobility,Success,False
2,8815,Red 2,Erica,AutoMobility,DNA,True
2,8815,Red 2,Erica,AutoDocked,Success,False
2,8815,Red 2,Erica,AutoDocked,DNA,True
2,8815,Red 2,Erica,AutoEngaged,Success,False
2,8815,Red 2,Erica,AutoEngaged,DNA,True
2,8815,Red 2,Erica,TeleopDefensePlayed,Success,False
2,8815,Red 2,Erica,TeleopDefenseReceived,Success,False
2,8815,Red 2,Erica,TeleopDriverQuality,1,False
2,8815,Red 2,Erica,TeleopDriverQuality,2,True
2,8815,Red 2,Erica,TeleopDriverQuality,3,False
2,8815,Red 2,Erica,TeleopDriverQuality,4,False
2,8815,Red 2,Erica,TeleopDriverQuality,5,False
2,8815,Red 2,Erica,TeleopMechanicalQuality,1,False
2,8815,Red 2,Erica,TeleopMechanicalQuality,2,True
2,8815,Red 2,Erica,TeleopMechanicalQuality,3,False
2,8815,Red 2,Erica,TeleopMechanicalQuality,4,False
2,8815,Red 2,Erica,TeleopMechanicalQuality,5,False
2,8815,Red 2,Erica,TeleopDisqualified,Success,False
2,8815,Red 2,Erica,TeleopHPInteraction,Success,True
2,8815,Red 2,Erica,AutoHighNode,Cone_1,False
2,8815,Red 2,Erica,AutoHighNode,Cube_2,False
2,8815,Red 2,Erica,AutoHighNode,Cone_3,False
2,8815,Red 2,Erica,AutoHighNode,Cone_4,False
2,8815,Red 2,Erica,AutoHighNode,Cube_5,False
2,8815,Red 2,Erica,AutoHighNode,Cone_6,False
2,8815,Red 2,Erica,AutoHighNode,Cone_7,False
2,8815,Red 2,Erica,AutoHighNode,Cube_8,False
2,8815,Red 2,Erica,AutoHighNode,Cone_9,False
2,8815,Red 2,Erica,AutoMidNode,Cone_1,False
2,8815,Red 2,Erica,AutoMidNode,Cube_2,False
2,8815,Red 2,Erica,AutoMidNode,Cone_3,False
2,8815,Red 2,Erica,AutoMidNode,Cone_4,False
2,8815,Red 2,Erica,AutoMidNode,Cube_5,False
2,8815,Red 2,Erica,AutoMidNode,Cone_6,False
2,8815,Red 2,Erica,AutoMidNode,Cone_7,False
2,8815,Red 2,Erica,AutoMidNode,Cube_8,False
2,8815,Red 2,Erica,AutoMidNode,Cone_9,False
2,8815,Red 2,Erica,AutoLowNode,Cube_1,False
2,8815,Red 2,Erica,AutoLowNode,Cone_1,True
2,8815,Red 2,Erica,AutoLowNode,Cube_2,False
2,8815,Red 2,Erica,AutoLowNode,Cone_2,False
2,8815,Red 2,Erica,AutoLowNode,Cube_3,False
2,8815,Red 2,Erica,AutoLowNode,Cone_3,False
2,8815,Red 2,Erica,AutoLowNode,Cube_4,False
2,8815,Red 2,Erica,AutoLowNode,Cone_4,False
2,8815,Red 2,Erica,AutoLowNode,Cube_5,False
2,8815,Red 2,Erica,AutoLowNode,Cone_5,False
2,8815,Red 2,Erica,AutoLowNode,Cube_6,False
2,8815,Red 2,Erica,AutoLowNode,Cone_6,False
2,8815,Red 2,Erica,AutoLowNode,Cube_7,False
2,8815,Red 2,Erica,AutoLowNode,Cone_7,False
2,8815,Red 2,Erica,AutoLowNode,Cube_8,False
2,8815,Red 2,Erica,AutoLowNode,Cone_8,False
2,8815,Red 2,Erica,AutoLowNode,Cube_9,False
2,8815,Red 2,Erica,AutoLowNode,Cone_9,False
2,8815,Red 2,Erica,TeleopHighNode,Cone_1,False
2,8815,Red 2,Erica,TeleopHighNode,Cube_2,False
2,8815,Red 2,Erica,TeleopHighNode,Cone_3,False
2,8815,Red 2,Erica,TeleopHighNode,Cone_4,False
2,8815,Red 2,Erica,TeleopHighNode,Cube_5,False
2,8815,Red 2,Erica,TeleopHighNode,Cone_6,False
2,8815,Red 2,Erica,TeleopHighNode,Cone_7,False
2,8815,Red 2,Erica,TeleopHighNode,Cube_8,False
2,8815,Red 2,Erica,TeleopHighNode,Cone_9,False
2,8815,Red 2,Erica,TeleopMidNode,Cone_1,False
2,8815,Red 2,Erica,TeleopMidNode,Cube_2,False
2,8815,Red 2,Erica,TeleopMidNode,Cone_3,False
2,8815,Red 2,Erica,TeleopMidNode,Cone_4,False
2,8815,Red 2,Erica,TeleopMidNode,Cube_5,False
2,8815,Red 2,Erica,TeleopMidNode,Cone_6,False
2,8815,Red 2,Erica,TeleopMidNode,Cone_7,False
2,8815,Red 2,Erica,TeleopMidNode,Cube_8,False
2,8815,Red 2,Erica,TeleopMidNode,Cone_9,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_1,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_1,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_2,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_2,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_3,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_3,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_4,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_4,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_5,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_5,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_6,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_6,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_7,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_7,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_8,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_8,False
2,8815,Red 2,Erica,TeleopLowNode,Cube_9,False
2,8815,Red 2,Erica,TeleopLowNode,Cone_9,False
2,8815,Red 2,Erica,EndgameDocked,Success,True
2,8815,Red 2,Erica,EndgameDocked,DNA,False
2,8815,Red 2,Erica,EndgameEngaged,Success,True
2,8815,Red 2,Erica,EndgameEngaged,DNA,False
2,8815,Red 2,Erica,EndgamePark,Success,False
2,8815,Red 2,Erica,EndgamePark,DNA,False
2,8815,Red 2,Erica,EndgameBalanceControl,Success,False
2,8815,Red 2,Erica,EndgameTeamwork,Success,True
2,8815,Red 2,Erica,EndgamePenalties,Success,False
2,8815,Red 2,Erica,MiscTippedCones,Success,False
2,8815,Red 2,Erica,MiscAdaptStrategy,Success,False
2,8815,Red 2,Erica,MiscDropPieces,Success,True
2,5293,Red 3,Aarush,AutoMobility,Success,False
2,5293,Red 3,Aarush,AutoMobility,DNA,False
2,5293,Red 3,Aarush,AutoDocked,Success,False
2,5293,Red 3,Aarush,AutoDocked,DNA,False
2,5293,Red 3,Aarush,AutoEngaged,Success,False
2,5293,Red 3,Aarush,AutoEngaged,DNA,False
2,5293,Red 3,Aarush,TeleopDefensePlayed,Success,False
2,5293,Red 3,Aarush,TeleopDefenseReceived,Success,False
2,5293,Red 3,Aarush,TeleopDriverQuality,1,False
2,5293,Red 3,Aarush,TeleopDriverQuality,2,False
2,5293,Red 3,Aarush,TeleopDriverQuality,3,False
2,5293,Red 3,Aarush,TeleopDriverQuality,4,False
2,5293,Red 3,Aarush,TeleopDriverQuality,5,False
2,5293,Red 3,Aarush,TeleopMechanicalQuality,1,False
2,5293,Red 3,Aarush,TeleopMechanicalQuality,2,False
2,5293,Red 3,Aarush,TeleopMechanicalQuality,3,False
2,5293,Red 3,Aarush,TeleopMechanicalQuality,4,False
2,5293,Red 3,Aarush,TeleopMechanicalQuality,5,False
2,5293,Red 3,Aarush,TeleopDisqualified,Success,False
2,5293,Red 3,Aarush,TeleopHPInteraction,Success,False
2,5293,Red 3,Aarush,AutoHighNode,Cone_1,False
2,5293,Red 3,Aarush,AutoHighNode,Cube_2,False
2,5293,Red 3,Aarush,AutoHighNode,Cone_3,False
2,5293,Red 3,Aarush,AutoHighNode,Cone_4,False
2,5293,Red 3,Aarush,AutoHighNode,Cube_5,False
2,5293,Red 3,Aarush,AutoHighNode,Cone_6,False
2,5293,Red 3,Aarush,AutoHighNode,Cone_7,False
2,5293,Red 3,Aarush,AutoHighNode,Cube_8,False
2,5293,Red 3,Aarush,AutoHighNode,Cone_9,False
2,5293,Red 3,Aarush,AutoMidNode,Cone_1,False
2,5293,Red 3,Aarush,AutoMidNode,Cube_2,False
2,5293,Red 3,Aarush,AutoMidNode,Cone_3,False
2,5293,Red 3,Aarush,AutoMidNode,Cone_4,False
2,5293,Red 3,Aarush,AutoMidNode,Cube_5,False
2,5293,Red 3,Aarush,AutoMidNode,Cone_6,False
2,5293,Red 3,Aarush,AutoMidNode,Cone_7,False
2,5293,Red 3,Aarush,AutoMidNode,Cube_8,False
2,5293,Red 3,Aarush,AutoMidNode,Cone_9,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_1,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_1,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_2,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_2,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_3,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_3,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_4,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_4,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_5,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_5,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_6,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_6,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_7,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_7,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_8,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_8,False
2,5293,Red 3,Aarush,AutoLowNode,Cube_9,False
2,5293,Red 3,Aarush,AutoLowNode,Cone_9,False
2,5293,Red 3,Aarush,TeleopHighNode,Cone_1,False
2,5293,Red 3,Aarush,TeleopHighNode,Cube_2,False
2,5293,Red 3,Aarush,TeleopHighNode,Cone_3,False
2,5293,Red 3,Aarush,TeleopHighNode,Cone_4,False
2,5293,Red 3,Aarush,TeleopHighNode,Cube_5,False
2,5293,Red 3,Aarush,TeleopHighNode,Cone_6,False
2,5293,Red 3,Aarush,TeleopHighNode,Cone_7,False
2,5293,Red 3,Aarush,TeleopHighNode,Cube_8,False
2,5293,Red 3,Aarush,TeleopHighNode,Cone_9,False
2,5293,Red 3,Aarush,TeleopMidNode,Cone_1,False
2,5293,Red 3,Aarush,TeleopMidNode,Cube_2,False
2,5293,Red 3,Aarush,TeleopMidNode,Cone_3,False
2,5293,Red 3,Aarush,TeleopMidNode,Cone_4,False
2,5293,Red 3,Aarush,TeleopMidNode,Cube_5,False
2,5293,Red 3,Aarush,TeleopMidNode,Cone_6,False
2,5293,Red 3,Aarush,TeleopMidNode,Cone_7,False
2,5293,Red 3,Aarush,TeleopMidNode,Cube_8,False
2,5293,Red 3,Aarush,TeleopMidNode,Cone_9,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_1,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_1,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_2,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_2,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_3,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_3,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_4,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_4,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_5,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_5,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_6,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_6,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_7,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_7,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_8,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_8,False
2,5293,Red 3,Aarush,TeleopLowNode,Cube_9,False
2,5293,Red 3,Aarush,TeleopLowNode,Cone_9,False
2,5293,Red 3,Aarush,EndgameDocked,Success,False
2,5293,Red 3,Aarush,EndgameDocked,DNA,False
2,5293,Red 3,Aarush,EndgameEngaged,Success,False
2,5293,Red 3,Aarush,EndgameEngaged,DNA,False
2,5293,Red 3,Aarush,EndgamePark,Success,False
2,5293,Red 3,Aarush,EndgamePark,DNA,False
2,5293,Red 3,Aarush,EndgameBalanceControl,Success,False
2,5293,Red 3,Aarush,EndgameTeamwork,Success,False
2,5293,Red 3,Aarush,EndgamePenalties,Success,False
2,5293,Red 3,Aarush,MiscTippedCones,Success,False
2,5293,Red 3,Aarush,MiscAdaptStrategy,Success,False
2,5293,Red 3,Aarush,MiscDropPieces,Success,False
3,6829,Blue 1,Patricio,AutoMobility,Success,True
3,6829,Blue 1,Patricio,AutoMobility,DNA,False
3,6829,Blue 1,Patricio,AutoDocked,Success,False
3,6829,Blue 1,Patricio,AutoDocked,DNA,False
3,6829,Blue 1,Patricio,AutoEngaged,Success,False
3,6829,Blue 1,Patricio,AutoEngaged,DNA,False
3,6829,Blue 1,Patricio,TeleopDefensePlayed,Success,False
3,6829,Blue 1,Patricio,TeleopDefenseReceived,Success,False
3,6829,Blue 1,Patricio,TeleopDriverQuality,1,False
3,6829,Blue 1,Patricio,TeleopDriverQuality,2,False
3,6829,Blue 1,Patricio,TeleopDriverQuality,3,False
3,6829,Blue 1,Patricio,TeleopDriverQuality,4,True
3,6829,Blue 1,Patricio,TeleopDriverQuality,5,False
3,6829,Blue 1,Patricio,TeleopMechanicalQuality,1,False
3,6829,Blue 1,Patricio,TeleopMechanicalQuality,2,False
3,6829,Blue 1,Patricio,TeleopMechanicalQuality,3,True
3,6829,Blue 1,Patricio,TeleopMechanicalQuality,4,False
3,6829,Blue 1,Patricio,TeleopMechanicalQuality,5,False
3,6829,Blue 1,Patricio,TeleopDisqualified,Success,False
3,6829,Blue 1,Patricio,TeleopHPInteraction,Success,True
3,6829,Blue 1,Patricio,AutoHighNode,Cone_1,False
3,6829,Blue 1,Patricio,AutoHighNode,Cube_2,False
3,6829,Blue 1,Patricio,AutoHighNode,Cone_3,False
3,6829,Blue 1,Patricio,AutoHighNode,Cone_4,False
3,6829,Blue 1,Patricio,AutoHighNode,Cube_5,False
3,6829,Blue 1,Patricio,AutoHighNode,Cone_6,False
3,6829,Blue 1,Patricio,AutoHighNode,Cone_7,False
3,6829,Blue 1,Patricio,AutoHighNode,Cube_8,True
3,6829,Blue 1,Patricio,AutoHighNode,Cone_9,False
3,6829,Blue 1,Patricio,AutoMidNode,Cone_1,False
3,6829,Blue 1,Patricio,AutoMidNode,Cube_2,False
3,6829,Blue 1,Patricio,AutoMidNode,Cone_3,False
3,6829,Blue 1,Patricio,AutoMidNode,Cone_4,False
3,6829,Blue 1,Patricio,AutoMidNode,Cube_5,False
3,6829,Blue 1,Patricio,AutoMidNode,Cone_6,False
3,6829,Blue 1,Patricio,AutoMidNode,Cone_7,False
3,6829,Blue 1,Patricio,AutoMidNode,Cube_8,False
3,6829,Blue 1,Patricio,AutoMidNode,Cone_9,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_1,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_1,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_2,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_2,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_3,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_3,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_4,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_4,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_5,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_5,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_6,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_6,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_7,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_7,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_8,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_8,False
3,6829,Blue 1,Patricio,AutoLowNode,Cube_9,False
3,6829,Blue 1,Patricio,AutoLowNode,Cone_9,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cone_1,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cube_2,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cone_3,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cone_4,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cube_5,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cone_6,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cone_7,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cube_8,False
3,6829,Blue 1,Patricio,TeleopHighNode,Cone_9,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cone_1,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cube_2,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cone_3,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cone_4,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cube_5,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cone_6,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cone_7,False
3,6829,Blue 1,Patricio,TeleopMidNode,Cube_8,True
3,6829,Blue 1,Patricio,TeleopMidNode,Cone_9,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_1,True
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_1,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_2,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_2,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_3,True
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_3,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_4,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_4,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_5,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_5,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_6,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_6,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_7,True
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_7,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_8,True
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_8,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cube_9,False
3,6829,Blue 1,Patricio,TeleopLowNode,Cone_9,False
3,6829,Blue 1,Patricio,EndgameDocked,Success,False
3,6829,Blue 1,Patricio,EndgameDocked,DNA,False
3,6829,Blue 1,Patricio,EndgameEngaged,Success,False
3,6829,Blue 1,Patricio,EndgameEngaged,DNA,False
3,6829,Blue 1,Patricio,EndgamePark,Success,True
3,6829,Blue 1,Patricio,EndgamePark,DNA,False
3,6829,Blue 1,Patricio,EndgameBalanceControl,Success,False
3,6829,Blue 1,Patricio,EndgameTeamwork,Success,False
3,6829,Blue 1,Patricio,EndgamePenalties,Success,False
3,6829,Blue 1,Patricio,MiscTippedCones,Success,False
3,6829,Blue 1,Patricio,MiscAdaptStrategy,Success,True
3,6829,Blue 1,Patricio,MiscDropPieces,Success,False
3,4509,Blue 2,Akarsh,AutoMobility,Success,True
3,4509,Blue 2,Akarsh,AutoMobility,DNA,False
3,4509,Blue 2,Akarsh,AutoDocked,Success,True
3,4509,Blue 2,Akarsh,AutoDocked,DNA,False
3,4509,Blue 2,Akarsh,AutoEngaged,Success,True
3,4509,Blue 2,Akarsh,AutoEngaged,DNA,False
3,4509,Blue 2,Akarsh,TeleopDefensePlayed,Success,False
3,4509,Blue 2,Akarsh,TeleopDefenseReceived,Success,True
3,4509,Blue 2,Akarsh,TeleopDriverQuality,1,False
3,4509,Blue 2,Akarsh,TeleopDriverQuality,2,False
3,4509,Blue 2,Akarsh,TeleopDriverQuality,3,False
3,4509,Blue 2,Akarsh,TeleopDriverQuality,4,True
3,4509,Blue 2,Akarsh,TeleopDriverQuality,5,False
3,4509,Blue 2,Akarsh,TeleopMechanicalQuality,1,False
3,4509,Blue 2,Akarsh,TeleopMechanicalQuality,2,False
3,4509,Blue 2,Akarsh,TeleopMechanicalQuality,3,False
3,4509,Blue 2,Akarsh,TeleopMechanicalQuality,4,True
3,4509,Blue 2,Akarsh,TeleopMechanicalQuality,5,False
3,4509,Blue 2,Akarsh,TeleopDisqualified,Success,False
3,4509,Blue 2,Akarsh,TeleopHPInteraction,Success,True
3,4509,Blue 2,Akarsh,AutoHighNode,Cone_1,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cube_2,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cone_3,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cone_4,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cube_5,True
3,4509,Blue 2,Akarsh,AutoHighNode,Cone_6,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cone_7,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cube_8,False
3,4509,Blue 2,Akarsh,AutoHighNode,Cone_9,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cone_1,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cube_2,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cone_3,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cone_4,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cube_5,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cone_6,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cone_7,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cube_8,False
3,4509,Blue 2,Akarsh,AutoMidNode,Cone_9,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_1,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_1,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_2,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_2,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_3,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_3,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_4,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_4,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_5,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_5,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_6,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_6,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_7,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_7,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_8,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_8,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cube_9,False
3,4509,Blue 2,Akarsh,AutoLowNode,Cone_9,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cone_1,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cube_2,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cone_3,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cone_4,True
3,4509,Blue 2,Akarsh,TeleopHighNode,Cube_5,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cone_6,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cone_7,True
3,4509,Blue 2,Akarsh,TeleopHighNode,Cube_8,False
3,4509,Blue 2,Akarsh,TeleopHighNode,Cone_9,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cone_1,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cube_2,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cone_3,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cone_4,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cube_5,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cone_6,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cone_7,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cube_8,False
3,4509,Blue 2,Akarsh,TeleopMidNode,Cone_9,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_1,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_1,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_2,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_2,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_3,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_3,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_4,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_4,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_5,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_5,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_6,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_6,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_7,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_7,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_8,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_8,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cube_9,False
3,4509,Blue 2,Akarsh,TeleopLowNode,Cone_9,False
3,4509,Blue 2,Akarsh,EndgameDocked,Success,True
3,4509,Blue 2,Akarsh,EndgameDocked,DNA,False
3,4509,Blue 2,Akarsh,EndgameEngaged,Success,True
3,4509,Blue 2,Akarsh,EndgameEngaged,DNA,False
3,4509,Blue 2,Akarsh,EndgamePark,Success,False
3,4509,Blue 2,Akarsh,EndgamePark,DNA,False
3,4509,Blue 2,Akarsh,EndgameBalanceControl,Success,True
3,4509,Blue 2,Akarsh,EndgameTeamwork,Success,True
3,4509,Blue 2,Akarsh,EndgamePenalties,Success,False
3,4509,Blue 2,Akarsh,MiscTippedCones,Success,True
3,4509,Blue 2,Akarsh,MiscAdaptStrategy,Success,True
3,4509,Blue 2,Akarsh,MiscDropPieces,Success,False
3,1683,Blue 3,Anjali,AutoMobility,Success,True
3,1683,Blue 3,Anjali,AutoMobility,DNA,False
3,1683,Blue 3,Anjali,AutoDocked,Success,False
3,1683,Blue 3,Anjali,AutoDocked,DNA,False
3,1683,Blue 3,Anjali,AutoEngaged,Success,False
3,1683,Blue 3,Anjali,AutoEngaged,DNA,False
3,1683,Blue 3,Anjali,TeleopDefensePlayed,Success,False
3,1683,Blue 3,Anjali,TeleopDefenseReceived,Success,True
3,1683,Blue 3,Anjali,TeleopDriverQuality,1,False
3,1683,Blue 3,Anjali,TeleopDriverQuality,2,False
3,1683,Blue 3,Anjali,TeleopDriverQuality,3,False
3,1683,Blue 3,Anjali,TeleopDriverQuality,4,True
